0.053	0.192	0.138	-0.122	-0.043	0.165	-0.261	0.124	0.141	0.301	0.206	0.812
0.052	0.187	0.135	-0.119	-0.042	0.161	-0.263	0.126	0.14	0.301	0.204	0.811
0.051	0.182	0.131	-0.117	-0.04	0.157	-0.261	0.125	0.139	0.301	0.204	0.81
0.05	0.181	0.131	-0.115	-0.042	0.157	-0.263	0.123	0.134	0.298	0.202	0.806
0.051	0.179	0.128	-0.115	-0.038	0.154	-0.264	0.121	0.132	0.294	0.199	0.803
0.051	0.177	0.126	-0.115	-0.038	0.152	-0.263	0.121	0.133	0.294	0.199	0.805
0.043	0.18	0.136	-0.112	-0.046	0.158	-0.262	0.123	0.133	0.293	0.198	0.804
0.038	0.182	0.142	-0.111	-0.052	0.163	-0.258	0.124	0.132	0.292	0.197	0.801
0.037	0.18	0.143	-0.109	-0.053	0.162	-0.259	0.121	0.13	0.29	0.193	0.797
0.04	0.178	0.138	-0.11	-0.05	0.159	-0.258	0.123	0.131	0.289	0.19	0.794
0.046	0.177	0.131	-0.112	-0.043	0.154	-0.255	0.124	0.132	0.288	0.19	0.794
0.045	0.176	0.131	-0.111	-0.043	0.154	-0.254	0.124	0.129	0.287	0.189	0.792
0.036	0.176	0.14	-0.106	-0.052	0.159	-0.248	0.128	0.13	0.288	0.189	0.793
0.032	0.172	0.14	-0.102	-0.054	0.157	-0.246	0.126	0.129	0.284	0.184	0.79
0.025	0.167	0.141	-0.097	-0.059	0.154	-0.244	0.128	0.127	0.283	0.18	0.785
0.015	0.167	0.151	-0.091	-0.069	0.16	-0.24	0.13	0.128	0.282	0.18	0.783
0.009	0.165	0.155	-0.087	-0.073	0.161	-0.236	0.131	0.129	0.281	0.177	0.783
0.003	0.165	0.161	-0.084	-0.08	0.164	-0.232	0.135	0.13	0.282	0.175	0.78
-0.002	0.163	0.164	-0.08	-0.084	0.164	-0.23	0.136	0.127	0.279	0.172	0.776
-0.004	0.16	0.163	-0.078	-0.084	0.162	-0.226	0.137	0.126	0.278	0.171	0.773
