0.127	0.677	0.55	-0.402	-0.212	0.615	0.974	0.758	0.751	0.872	0.858	0.872
0.131	0.684	0.553	-0.407	-0.211	0.619	0.985	0.768	0.753	0.875	0.859	0.873
0.139	0.689	0.549	-0.413	-0.205	0.62	0.991	0.771	0.755	0.874	0.861	0.873
0.138	0.693	0.554	-0.414	-0.208	0.624	0.985	0.768	0.754	0.877	0.865	0.875
0.144	0.701	0.556	-0.422	-0.206	0.629	0.982	0.767	0.756	0.878	0.867	0.875
0.144	0.701	0.555	-0.422	-0.205	0.628	0.975	0.765	0.754	0.877	0.866	0.876
0.138	0.697	0.558	-0.416	-0.21	0.627	0.97	0.762	0.749	0.871	0.858	0.867
0.142	0.703	0.56	-0.422	-0.209	0.631	0.972	0.762	0.749	0.872	0.858	0.87
0.145	0.708	0.563	-0.426	-0.209	0.636	0.974	0.762	0.75	0.873	0.861	0.874
0.145	0.711	0.565	-0.427	-0.209	0.638	0.972	0.757	0.747	0.867	0.856	0.869
0.154	0.718	0.563	-0.436	-0.204	0.64	0.971	0.755	0.745	0.869	0.856	0.87
0.158	0.718	0.559	-0.438	-0.201	0.639	0.974	0.756	0.747	0.867	0.855	0.872
0.154	0.711	0.557	-0.432	-0.202	0.634	0.976	0.759	0.746	0.867	0.855	0.871
0.155	0.708	0.552	-0.431	-0.199	0.63	0.976	0.761	0.747	0.868	0.855	0.871
0.157	0.693	0.536	-0.424	-0.19	0.615	0.979	0.764	0.753	0.874	0.86	0.877
0.154	0.692	0.537	-0.423	-0.192	0.615	0.977	0.761	0.751	0.874	0.861	0.877
0.159	0.718	0.559	-0.438	-0.201	0.638	0.974	0.757	0.748	0.868	0.855	0.872
0.161	0.73	0.569	-0.445	-0.203	0.649	0.978	0.758	0.747	0.867	0.853	0.872
0.15	0.718	0.568	-0.433	-0.208	0.643	0.964	0.75	0.737	0.858	0.846	0.864
0.14	0.705	0.565	-0.422	-0.212	0.635	0.957	0.747	0.73	0.851	0.841	0.86
0.131	0.692	0.561	-0.41	-0.215	0.627	0.955	0.745	0.726	0.847	0.837	0.857
0.131	0.694	0.562	-0.412	-0.215	0.628	0.953	0.743	0.728	0.847	0.836	0.856
0.138	0.692	0.553	-0.414	-0.208	0.623	0.959	0.747	0.733	0.851	0.839	0.861
0.134	0.676	0.543	-0.405	-0.204	0.61	0.96	0.75	0.731	0.85	0.838	0.861
0.15	0.696	0.546	-0.423	-0.198	0.621	0.97	0.755	0.737	0.855	0.845	0.867
0.159	0.705	0.546	-0.431	-0.194	0.625	0.972	0.755	0.735	0.852	0.842	0.866
0.143	0.69	0.546	-0.416	-0.202	0.619	0.961	0.746	0.725	0.842	0.834	0.856
0.148	0.698	0.548	-0.423	-0.2	0.624	0.963	0.743	0.725	0.84	0.832	0.856
0.148	0.694	0.545	-0.42	-0.199	0.62	0.959	0.742	0.721	0.837	0.826	0.853
0.147	0.697	0.548	-0.421	-0.201	0.623	0.96	0.743	0.721	0.835	0.824	0.851
0.153	0.712	0.558	-0.432	-0.203	0.635	0.968	0.744	0.725	0.837	0.828	0.854
0.149	0.706	0.556	-0.427	-0.203	0.631	0.961	0.739	0.72	0.835	0.825	0.853
