-0.494	-0.823	-0.328	0.658	-0.084	-0.575	0.273	0.033	0.141	0.064	0.095	0.078
-0.493	-0.819	-0.326	0.655	-0.084	-0.572	0.272	0.029	0.142	0.067	0.095	0.08
-0.506	-0.821	-0.315	0.663	-0.096	-0.568	0.279	0.029	0.145	0.067	0.094	0.078
-0.511	-0.831	-0.319	0.671	-0.097	-0.575	0.273	0.013	0.127	0.053	0.085	0.069
-0.521	-0.842	-0.32	0.681	-0.101	-0.581	0.268	0.004	0.126	0.049	0.08	0.065
-0.512	-0.825	-0.313	0.668	-0.1	-0.569	0.286	0.006	0.128	0.051	0.081	0.068
-0.51	-0.825	-0.315	0.667	-0.098	-0.57	0.285	-0.003	0.12	0.044	0.076	0.064
-0.531	-0.833	-0.301	0.682	-0.115	-0.567	0.289	-0.011	0.114	0.038	0.071	0.059
-0.53	-0.83	-0.299	0.679	-0.116	-0.564	0.289	-0.013	0.111	0.035	0.07	0.058
-0.519	-0.83	-0.311	0.674	-0.104	-0.571	0.272	-0.022	0.109	0.03	0.065	0.052
-0.517	-0.832	-0.315	0.674	-0.102	-0.573	0.278	-0.033	0.099	0.021	0.057	0.046
-0.522	-0.828	-0.305	0.675	-0.108	-0.567	0.302	-0.031	0.102	0.024	0.059	0.05
-0.533	-0.822	-0.289	0.677	-0.122	-0.555	0.304	-0.022	0.108	0.028	0.063	0.05
-0.535	-0.821	-0.286	0.678	-0.124	-0.553	0.296	-0.025	0.104	0.024	0.059	0.046
-0.535	-0.823	-0.288	0.678	-0.123	-0.555	0.297	-0.043	0.098	0.022	0.058	0.045
-0.529	-0.818	-0.288	0.673	-0.12	-0.553	0.29	-0.052	0.091	0.019	0.056	0.043
-0.525	-0.814	-0.288	0.669	-0.119	-0.55	0.281	-0.05	0.092	0.02	0.057	0.044
-0.526	-0.81	-0.284	0.667	-0.121	-0.547	0.287	-0.044	0.099	0.026	0.06	0.048
-0.503	-0.797	-0.294	0.65	-0.104	-0.545	0.293	-0.043	0.101	0.03	0.063	0.052
-0.494	-0.799	-0.304	0.646	-0.095	-0.551	0.266	-0.044	0.1	0.034	0.068	0.058
-0.5	-0.802	-0.302	0.651	-0.099	-0.552	0.262	-0.047	0.098	0.033	0.07	0.059
-0.493	-0.801	-0.308	0.647	-0.092	-0.554	0.261	-0.051	0.095	0.034	0.07	0.06
-0.484	-0.793	-0.309	0.639	-0.087	-0.551	0.241	-0.047	0.104	0.043	0.079	0.068
-0.482	-0.784	-0.301	0.633	-0.09	-0.542	0.235	-0.049	0.102	0.044	0.082	0.072
-0.487	-0.78	-0.293	0.633	-0.097	-0.536	0.218	-0.05	0.102	0.048	0.088	0.081
-0.492	-0.778	-0.286	0.635	-0.102	-0.532	0.225	-0.041	0.111	0.056	0.096	0.088
-0.484	-0.779	-0.295	0.631	-0.095	-0.537	0.222	-0.043	0.107	0.051	0.092	0.085
-0.467	-0.78	-0.314	0.623	-0.076	-0.546	0.184	-0.055	0.096	0.043	0.088	0.081
-0.463	-0.786	-0.324	0.625	-0.07	-0.555	0.166	-0.058	0.092	0.042	0.087	0.081
-0.468	-0.791	-0.324	0.629	-0.072	-0.557	0.157	-0.054	0.091	0.041	0.087	0.083
-0.467	-0.798	-0.332	0.632	-0.068	-0.565	0.141	-0.064	0.084	0.034	0.083	0.081
-0.453	-0.793	-0.34	0.623	-0.057	-0.567	0.121	-0.061	0.083	0.034	0.084	0.081
-0.453	-0.791	-0.339	0.622	-0.057	-0.565	0.108	-0.06	0.077	0.029	0.081	0.079
-0.448	-0.793	-0.346	0.621	-0.051	-0.57	0.104	-0.064	0.075	0.027	0.08	0.077
-0.444	-0.798	-0.354	0.621	-0.044	-0.576	0.103	-0.057	0.077	0.028	0.081	0.079
-0.446	-0.805	-0.359	0.625	-0.043	-0.582	0.105	-0.051	0.077	0.03	0.082	0.079
-0.44	-0.814	-0.375	0.626	-0.033	-0.594	0.11	-0.043	0.081	0.033	0.082	0.079
-0.447	-0.827	-0.381	0.636	-0.033	-0.604	0.107	-0.049	0.074	0.026	0.076	0.07
-0.453	-0.827	-0.374	0.64	-0.04	-0.601	0.113	-0.041	0.077	0.029	0.079	0.072
-0.462	-0.837	-0.375	0.649	-0.043	-0.606	0.122	-0.037	0.083	0.032	0.081	0.075
-0.442	-0.83	-0.388	0.635	-0.027	-0.609	0.118	-0.036	0.084	0.035	0.084	0.077
-0.428	-0.824	-0.396	0.626	-0.016	-0.61	0.117	-0.029	0.087	0.041	0.086	0.08
-0.436	-0.833	-0.397	0.634	-0.02	-0.615	0.113	-0.029	0.087	0.039	0.085	0.076
-0.429	-0.828	-0.4	0.628	-0.015	-0.614	0.118	-0.019	0.095	0.044	0.088	0.079
-0.434	-0.833	-0.399	0.633	-0.018	-0.616	0.133	-0.017	0.096	0.042	0.086	0.075
-0.435	-0.834	-0.398	0.634	-0.019	-0.616	0.131	-0.021	0.091	0.04	0.084	0.074
-0.434	-0.837	-0.403	0.635	-0.015	-0.62	0.128	-0.026	0.095	0.042	0.085	0.075
-0.433	-0.833	-0.399	0.633	-0.018	-0.616	0.129	-0.02	0.093	0.04	0.085	0.075
-0.435	-0.827	-0.392	0.631	-0.022	-0.609	0.139	-0.009	0.096	0.043	0.088	0.079
-0.428	-0.83	-0.402	0.628	-0.013	-0.615	0.135	-0.011	0.096	0.041	0.088	0.077
-0.425	-0.829	-0.404	0.627	-0.011	-0.616	0.126	-0.015	0.091	0.038	0.088	0.076
-0.428	-0.83	-0.403	0.628	-0.013	-0.616	0.126	-0.012	0.095	0.041	0.089	0.077
-0.423	-0.829	-0.406	0.625	-0.009	-0.617	0.123	-0.011	0.098	0.043	0.089	0.08
