0.713	0.147	-0.565	-0.43	0.638	-0.208	-0.145	-0.255	-0.036	0.266	-0.218	-0.212
0.717	0.145	-0.571	-0.431	0.644	-0.213	-0.163	-0.262	-0.039	0.264	-0.218	-0.213
0.721	0.144	-0.576	-0.432	0.647	-0.215	-0.158	-0.258	-0.042	0.261	-0.22	-0.215
0.726	0.149	-0.577	-0.438	0.651	-0.213	-0.144	-0.257	-0.045	0.26	-0.217	-0.209
0.725	0.148	-0.577	-0.436	0.65	-0.214	-0.139	-0.26	-0.047	0.259	-0.22	-0.21
0.714	0.144	-0.569	-0.428	0.641	-0.212	-0.145	-0.26	-0.049	0.259	-0.222	-0.214
0.712	0.141	-0.57	-0.426	0.64	-0.214	-0.15	-0.263	-0.045	0.26	-0.219	-0.209
0.711	0.141	-0.569	-0.426	0.639	-0.213	-0.146	-0.261	-0.045	0.26	-0.22	-0.209
0.709	0.141	-0.568	-0.424	0.638	-0.214	-0.147	-0.263	-0.051	0.256	-0.223	-0.211
0.71	0.141	-0.569	-0.425	0.639	-0.213	-0.15	-0.263	-0.049	0.257	-0.222	-0.211
0.708	0.14	-0.568	-0.423	0.637	-0.214	-0.145	-0.263	-0.05	0.261	-0.219	-0.209
0.707	0.136	-0.571	-0.421	0.638	-0.217	-0.148	-0.264	-0.051	0.262	-0.218	-0.208
0.724	0.145	-0.58	-0.434	0.651	-0.217	-0.159	-0.263	-0.049	0.264	-0.216	-0.208
0.718	0.143	-0.574	-0.43	0.645	-0.215	-0.151	-0.263	-0.047	0.265	-0.214	-0.207
0.704	0.136	-0.567	-0.419	0.635	-0.215	-0.147	-0.265	-0.05	0.262	-0.217	-0.21
0.713	0.136	-0.577	-0.424	0.644	-0.22	-0.147	-0.269	-0.054	0.26	-0.218	-0.211
0.705	0.134	-0.571	-0.419	0.637	-0.218	-0.147	-0.269	-0.053	0.261	-0.218	-0.21
0.716	0.141	-0.575	-0.427	0.645	-0.217	-0.161	-0.272	-0.054	0.262	-0.216	-0.207
0.714	0.137	-0.577	-0.424	0.644	-0.22	-0.154	-0.274	-0.056	0.259	-0.218	-0.207
0.714	0.142	-0.572	-0.427	0.642	-0.215	-0.146	-0.273	-0.056	0.255	-0.222	-0.209
0.725	0.15	-0.575	-0.438	0.649	-0.212	-0.152	-0.275	-0.058	0.257	-0.221	-0.208
0.715	0.144	-0.571	-0.429	0.642	-0.213	-0.151	-0.27	-0.056	0.259	-0.221	-0.21
0.713	0.142	-0.571	-0.427	0.641	-0.214	-0.154	-0.274	-0.059	0.256	-0.223	-0.214
0.704	0.139	-0.566	-0.421	0.634	-0.213	-0.152	-0.278	-0.06	0.257	-0.225	-0.213
0.709	0.146	-0.562	-0.427	0.635	-0.208	-0.146	-0.269	-0.053	0.262	-0.217	-0.209
0.718	0.15	-0.567	-0.434	0.642	-0.208	-0.154	-0.272	-0.056	0.261	-0.22	-0.21
0.718	0.147	-0.57	-0.432	0.643	-0.211	-0.157	-0.275	-0.059	0.26	-0.222	-0.212
0.722	0.151	-0.571	-0.436	0.646	-0.209	-0.152	-0.273	-0.057	0.263	-0.22	-0.208
0.721	0.149	-0.572	-0.435	0.646	-0.211	-0.15	-0.277	-0.059	0.262	-0.221	-0.209
0.716	0.144	-0.571	-0.43	0.643	-0.213	-0.159	-0.282	-0.065	0.256	-0.224	-0.216
0.719	0.145	-0.574	-0.431	0.645	-0.214	-0.169	-0.284	-0.068	0.252	-0.227	-0.217
0.715	0.146	-0.568	-0.43	0.641	-0.211	-0.153	-0.279	-0.067	0.256	-0.223	-0.211
